Timestamp,ประเมินพี่,น้องเรียนอยู่ชั้น,อยากเรียนต่อกับพี่เค้าแค่ไหน,น้องเรียนที่นี่เทอมนี้กี่วิชา,น้องเรียนที่ Super Genius มานานยัง,เรียนกับพี่เค้าตรงกับที่โรงเรียนไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนรู้เรื่องไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนสนุกไหม (สนุกมาก=4 น่าเบื่อสุดๆ=1),ชีทหรือหนังสือพี่เค้าดีไหม (ตอบได้หลายข้อ),เสียงพี่เค้าดังเหมาะสมไหม,"พี่เค้าเอาใจใส่เราดีไหม (ดีมาก=4 , ไม่สนใจเราเลย=1)","รวมๆแล้วพี่เค้าสอนดีไหม (ดีมาก=4 , ไม่ดีเลย=1)",พี่เค้าสอนเร็วไหม,"ความรู้ที่ได้จากพี่เค้าเยอะไหม (ได้เยอะมาก=4 , ไม่ได้เลย =1)",สนิทกับพี่เค้าไหม,พี่เค้าเก่งไหม มีเทคนิค หรือการอธิบาย การยกตัวอย่างเป็นยังไงบ้าง,ข้อเสียของพี่เค้าคือไร จัดเต็มเลยครับ เต็มที่
8/27/2016 11:07:44,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,2,สองปีแล้ว,3,4,4,"โจทย์ยากไป, ไม่ค่อยน่าเรียน",ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีครับ
8/27/2016 12:45:04,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,สอนเร็ว,3,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,สอนเร็วไปหน่อย
8/27/2016 13:24:09,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยช้า
8/27/2016 13:24:09,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยช้า
8/27/2016 14:37:05,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ข้อสอบยากเกิน ให้เวลาน้อยไป
8/27/2016 14:37:05,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ข้อสอบยากเกิน ให้เวลาน้อยไป
8/27/2016 14:38:50,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,เกิน 2 ปีแล้วจ้าา,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,3,สอนเร็ว,3,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอนเรวไปนิด 
8/27/2016 16:11:06,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,เกิน 2 ปีแล้วจ้าา,3,3,4,"โจทย์ยากไป, _Tast เยอะไป",ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอบเยอะไป พูดเร็ว
8/27/2016 17:20:57,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็วมาก,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"สอนเร็วไป,Testเยอะเกิน ^^"
8/27/2016 17:30:12,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,1,2,โจทย์ยากไป,เบาไปหน่อย,2,3,สอนเร็วมาก,3,ไม่สนิทเลย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,พูดไม่เพระ
8/27/2016 17:30:14,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,1,2,โจทย์ยากไป,เบาไปหน่อย,2,3,สอนเร็วมาก,3,ไม่สนิทเลย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,พูดไม่เพระ
8/27/2016 19:34:10,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,2,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังไป,3,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,... :))))))
8/27/2016 19:34:12,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,2,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังไป,3,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,... :))))))
8/28/2016 8:59:07,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,3,3,3,โจทย์ยากไป,ดังฟังชัดดี,3,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ให้เวลาทำโจทย์เร็วมากกก ทำไม่ทัน แล้วก็สอนช้าหน่อย. 
8/28/2016 9:01:22,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,เกิน 2 ปีแล้วจ้าา,3,3,4,"ดีแล้วจ้า, หนังสือเยอะหนักกระเป๋า",ดังฟังชัดดี,4,3,สอนเร็วมาก,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนเร็วเกินไปทำข้อสอบไม่ทัน
8/28/2016 9:01:23,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,3,2,4,"โจทย์ยากไป, หนังสือมีหลายเล่มเเละหนาไปมันหนักกระเป๋าา😙😙😙",ดังฟังชัดดี,4,3,สอนเร็วมาก,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนเร็วเกินไป ให้หนังสือเยอะ หลงตัวเอง5555
8/28/2016 9:01:43,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,"โจทย์ง่ายไป, ดีแล้วจ้า",ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,*
8/28/2016 11:38:52,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,งี่เง่า ร้องเพลงไม่เพราะ
8/28/2016 12:35:14,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,2,2,4,โจทย์ยากไป,ดังฟังชัดดี,3,3,สอนเร็วมาก,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,พี่วินอธิบายเร็วง่ะ ตามไม่ทันเลย😥
8/28/2016 12:48:06,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,3,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็วมาก,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยช้า ให้เวลาทำโจทย์น้อย ให้ทำโจทย์ยากมาก 
8/28/2016 14:09:08,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,เกิน 5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"ดีหมดเเล้ว 
มั้งครับ"
8/28/2016 14:09:34,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,5,สองปีแล้ว,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ปล่อย ช้า
8/28/2016 16:09:08,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,5,สองปีแล้ว,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,บางข้อก็สอนเร็วฟังไม่ทัน
8/28/2016 17:03:09,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,สองปีแล้ว,3,2,3,โจทย์ยากไป,ดังฟังชัดดี,3,3,สอนเร็วมาก,3,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ให้เวลาทำน้อยมาก ยังไม่ทันได้คิดเลย
8/28/2016 17:41:48,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,4,อยากให้มีสีในวิทย์ สังคม,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,...
8/28/2016 17:45:18,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,5,ปีกว่าละ,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ชอบสอนด้วยคําหยาบเเต่ก็ช้วยให้การเรียนสนุกมากขึ้นเเละทําให้เค้าใจมากขึ้นครับ
8/28/2016 20:08:53,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,3,"โจทย์ยากไป, บางก็ง่ายไป บางก็ยากไป",ดังฟังชัดดี,3,3,สอนเร็ว,2,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,*
9/4/2016 7:59:42,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,2,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ให้เวลาช่วงสอบท้ายคาบน้อยค่ะ 555555555555555555555555
9/10/2016 12:43:57,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,2,เกิน 2 ปีแล้วจ้าา,3,3,4,โจทย์ยากไป,ดังฟังชัดดี,3,3,สอนเร็ว,3,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ชอบแซวแฟนเก่า ไม่ดีๆ 555
9/10/2016 14:45:42,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,ปีกว่าละ,3,4,4,"โจทย์ยากไป, ดีแล้วจ้า",ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พูดเร็ว 
9/12/2016 12:39:28,พี่วิน (คณิตป.5-ม.6),ม.2,อยากเรียนต่อมาก,5,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ชอบแกล้งเด็ก
9/12/2016 12:40:08,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พูดเร็วไปนิดนึง ให้เวลาทำโจทย์น้อย
9/12/2016 12:43:01,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,2,สองปีแล้ว,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ออกทะเลบ่อย
9/12/2016 12:48:25,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,1,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,หน้าตาน่ากลัวเกินไป
9/12/2016 12:51:50,พี่วิน (คณิตป.5-ม.6),ม.2,อยากเรียนต่อมาก,5,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยเลทสุดๆ 5555555
9/12/2016 13:00:26,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ข้อเสียไม่ค่อยมีอะไรค่ะ
9/12/2016 13:03:14,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,4,โจทย์น้อยไป,ดังไป,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่บอก
9/12/2016 13:04:07,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,2,เกิน 2 ปีแล้วจ้าา,3,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,3,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ชอบแกล้งเด็กอ่ะแย่ๆๆ
9/12/2016 13:14:36,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,1,สองปีแล้ว,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ข้อเสียคือไม่มีข้อเสีย
9/12/2016 13:40:08,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,3,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,-
9/12/2016 13:57:27,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,นี่เทอมแรก,3,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอนเร็วไป
9/12/2016 14:02:37,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,1,นี่เทอมแรก,4,3,3,โจทย์น้อยไป,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีค่ะ
9/12/2016 14:34:07,พี่วิน (คณิตป.5-ม.6),ม.2,อยากเรียนต่อมาก,เกิน 5,สองปีแล้ว,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,แก่ ไม่หล่อ รูปไม่
9/12/2016 15:35:36,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,เกิน 2 ปีแล้วจ้าา,3,4,4,โจทย์ยากไป,ดังไป,3,3,สอนเร็วมาก,1,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,พูดคำหยาบ
9/12/2016 15:45:59,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,5,สองปีแล้ว,4,4,4,หนังสือไม่มีสี,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปล่อยช้า
9/12/2016 16:42:11,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,"โจทย์ยากไป, ดีแล้วจ้า",ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีครับ
9/12/2016 16:42:17,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,1,เกิน 2 ปีแล้วจ้าา,3,3,4,"โจทย์น้อยไป, ดีแล้วจ้า",ดังฟังชัดดี,3,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"ชอบนอกเรื่อง , มาสายไปนิด"
9/12/2016 16:44:32,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,มุม15องศากับ75อะคับที่โรงเรียนผมเขาให้หาค่าผมเลยวาดสามเหลี่ยมให้เขาละตอบคับ เขาถาม sin15 cos75 tan15 ผมก็ตอบไปถูก แต่เขาไม่ให้คะแนนคับเขาบอกว่าวิธีนี้ไม่ได้สอน ผมเลยถามว่าคำตอบถูกก็ไม่ได้คะแนนหรอคับ เขาบอก ไม่ได้ T T ละบายเฉยๆคับ555
9/12/2016 16:44:34,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,มุม15องศากับ75อะคับที่โรงเรียนผมเขาให้หาค่าผมเลยวาดสามเหลี่ยมให้เขาละตอบคับ เขาถาม sin15 cos75 tan15 ผมก็ตอบไปถูก แต่เขาไม่ให้คะแนนคับเขาบอกว่าวิธีนี้ไม่ได้สอน ผมเลยถามว่าคำตอบถูกก็ไม่ได้คะแนนหรอคับ เขาบอก ไม่ได้ T T ละบายเฉยๆคับ555
9/12/2016 17:20:19,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็วมาก,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอบท้ายคาบคิดไม่ทัน55555555
9/12/2016 17:43:48,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,เกิน 5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่รู้ค่ะ
9/12/2016 17:44:47,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ชอบว่า ชอบล้อ ชอบแกล้ง😡😤
9/12/2016 18:10:34,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็วมาก,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,"ไม่มี
"
9/12/2016 18:33:37,พี่วิน (คณิตป.5-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็วมาก,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่วิน อันนี้จากใจ 💓 พี่วินจะรีบสอนไปไหนเนี่ย? 😑
9/12/2016 18:54:26,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/12/2016 19:04:26,พี่วิน (คณิตป.5-ม.6),ม.2,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,3,4,4,โจทย์ยากไป,ดังฟังชัดดี,3,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอนเร็วเกิ๊นนนน นะพี่
9/12/2016 20:12:52,พี่วิน (คณิตป.5-ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีคับ
9/12/2016 21:32:02,พี่วิน (คณิตป.5-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีข้อเสียครับ สอนดีมาก
9/13/2016 6:36:14,พี่วิน (คณิตป.5-ม.6),ม.2,อยากเรียนต่อมาก,5,ปีกว่าละ,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/13/2016 11:37:35,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,สองปีแล้ว,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,อธิบายเร็วเกินไปครับ555
9/13/2016 17:31:38,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนเร็วไป
9/14/2016 13:34:30,พี่วิน (คณิตป.5-ม.6),ป.5,อยากเรียนต่อมาก,4,เกิน 2 ปีแล้วจ้าา,3,4,4,โจทย์ยากไป,ดังไป,4,4,สอนเร็วมาก,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,พ่พาสดด
9/17/2016 12:16:15,พี่วิน (คณิตป.5-ม.6),ม.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็วมาก,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,หน้าเหมือนโจร
9/17/2016 12:58:16,พี่วิน (คณิตป.5-ม.6),ม.4,ก็ดีนะ,4,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีจ้า
9/18/2016 11:25:55,พี่วิน (คณิตป.5-ม.6),ม.5,อยากเรียนต่อมาก,4,นี่เทอมแรก,2,3,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,สอนเร็ว,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สวัสดีครับ
8/27/2016 15:57:41,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ผมบัง เพราะ ผมยาวไปหน่อย
8/27/2016 16:00:14,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,วาดรูปไม่ค่อยสวย
8/27/2016 17:22:52,พี่เมย์ (สังคมป.4-ม.6),ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,2,ดีแล้วจ้า,เบาไปหน่อย,3,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
8/27/2016 17:22:53,พี่เมย์ (สังคมป.4-ม.6),ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,2,ดีแล้วจ้า,เบาไปหน่อย,3,4,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
